-0.255, 0.000
-0.260, 0.000
-0.265, 0.000
-0.270, 0.000
-0.275, 0.000
-0.280, 0.000
-0.285, 0.000
-0.290, 0.000
-0.295, 0.000
-0.300, 0.000
-0.305, 0.000
-0.310, 0.000
-0.315, 0.000
-0.320, 0.000
-0.325, 0.000
-0.330, 0.000
-0.335, 0.000
-0.340, 0.000
-0.345, 0.000
-0.350, 0.000
-0.355, 0.000
-0.360, 0.000
-0.365, 0.000
-0.370, 0.000
-0.375, 0.000
-0.380, 0.000
-0.385, 0.000
-0.390, 0.000
-0.395, 0.000
-0.400, 0.000
-0.405, 0.000
-0.410, 0.000
-0.415, 0.000
-0.420, 0.000
-0.425, 0.000
-0.430, 0.000
-0.435, 0.000
-0.440, 0.000
-0.445, 0.000
-0.450, 0.000
-0.455, 0.000
-0.460, 0.000
-0.465, 0.000
-0.470, 0.000
-0.475, 0.000
-0.480, 0.000
-0.485, 0.000
-0.490, 0.000
-0.495, 0.000
-0.500, 0.000
-0.505, 0.000
-0.510, 0.000
-0.515, 0.000
-0.520, 0.000
-0.525, 0.000
-0.530, 0.000
-0.535, 0.000
-0.540, 0.000
-0.545, 0.000
-0.550, 0.000
-0.555, 0.000
-0.560, 0.000
-0.565, 0.000
-0.570, 0.000
-0.575, 0.000
-0.580, 0.000
-0.585, 0.000
-0.590, 0.000
-0.595, 0.000
-0.600, 0.000
-0.605, 0.000
-0.610, 0.000
-0.615, 0.000
-0.620, 0.000
-0.625, 0.000
-0.630, 0.000
-0.635, 0.000
-0.640, 0.000
-0.645, 0.000
-0.650, 0.000
-0.655, 0.000
-0.660, 0.000
-0.665, 0.000
-0.670, 0.000
-0.675, 0.000
-0.680, 0.000
-0.685, 0.000
-0.690, 0.000
-0.695, 0.000
-0.700, 0.000
-0.705, 0.000
-0.710, 0.000
-0.715, 0.000
-0.720, 0.000
-0.725, 0.000
-0.730, 0.000
-0.735, 0.000
-0.740, 0.000
-0.745, 0.000
-0.750, 0.000
-0.755, 0.000
-0.760, 0.000
-0.765, 0.000
-0.770, 0.000
-0.775, 0.000
-0.780, 0.000
-0.785, 0.000
-0.790, 0.000
-0.795, 0.000
-0.800, 0.000
-0.805, 0.000
-0.810, 0.000
-0.815, 0.000
-0.820, 0.000
-0.825, 0.000
-0.830, 0.000
-0.835, 0.000
-0.840, 0.000
-0.845, 0.000
-0.850, 0.000
-0.855, 0.000
-0.860, 0.000
-0.865, 0.000
-0.870, 0.000
-0.875, 0.000
-0.880, 0.000
-0.885, 0.000
-0.890, 0.000
-0.895, 0.000
-0.900, 0.000
-0.905, 0.000
-0.910, 0.000
-0.915, 0.000
-0.920, 0.000
-0.925, 0.000
-0.930, 0.000
-0.935, 0.000
-0.940, 0.000
-0.945, 0.000
-0.950, 0.000
-0.955, 0.000
-0.960, 0.000
-0.965, 0.000
-0.970, 0.000
-0.975, 0.000
-0.980, 0.000
-0.985, 0.000
-0.990, 0.000
-0.995, 0.000
-1.000, 0.000
-1.005, 0.000
-1.010, 0.000
-1.015, 0.000
-1.020, 0.000
-1.025, 0.000
-1.030, 0.000
-1.035, 0.000
-1.040, 0.000
-1.045, 0.000
-1.050, 0.000
-1.055, 0.000
-1.060, 0.000
-1.065, 0.000
-1.070, 0.000
-1.075, 0.000
-1.080, 0.000
-1.085, 0.000
-1.090, 0.000
-1.095, 0.000
-1.100, 0.000
-1.105, 0.000
-1.110, 0.000
-1.115, 0.000
-1.120, 0.000
-1.125, 0.000
-1.130, 0.000
-1.135, 0.000
-1.140, 0.000
-1.145, 0.000
-1.150, 0.000
-1.155, 0.000
-1.160, 0.000
-1.165, 0.000
-1.170, 0.000
-1.175, 0.000
-1.180, 0.000
-1.185, 0.000
-1.190, 0.000
-1.195, 0.000
-1.200, 0.000
-1.205, 0.000
-1.210, 0.000
-1.215, 0.000
-1.220, 0.000
-1.225, 0.000
-1.230, 0.000
-1.235, 0.000
-1.240, 0.000
-1.245, 0.000
-1.250, 0.000
-1.255, 0.000
-1.260, 0.000
-1.265, 0.000
-1.270, 0.000
-1.275, 0.000
-1.280, 0.000
-1.285, 0.000
-1.290, 0.000
-1.295, 0.000
-1.300, 0.000
-1.305, 0.000
-1.310, 0.000
-1.315, 0.000
-1.320, 0.000
-1.325, 0.000
-1.330, 0.000
-1.335, 0.000
-1.340, 0.000
-1.345, 0.000
-1.350, 0.000
-1.355, 0.000
-1.360, 0.000
-1.365, 0.000
-1.370, 0.000
-1.375, 0.000
-1.380, 0.000
-1.385, 0.000
-1.390, 0.000
-1.395, 0.000
-1.400, 0.000
-1.405, 0.000
-1.410, 0.000
-1.415, 0.000
-1.420, 0.000
-1.425, 0.000
-1.430, 0.000
-1.435, 0.000
-1.440, 0.000
-1.445, 0.000
-1.450, 0.000
-1.455, 0.000
-1.460, 0.000
-1.465, 0.000
-1.470, 0.000
-1.475, 0.000
-1.480, 0.000
-1.485, 0.000
-1.490, 0.000
-1.495, 0.000
-1.500, 0.000
-1.505, 0.000
-1.510, 0.000
-1.515, 0.000
-1.520, 0.000
-1.525, 0.000
-1.530, 0.000
-1.535, 0.000
-1.540, 0.000
-1.545, 0.000
-1.550, 0.000
-1.555, 0.000
-1.560, 0.000
-1.565, 0.000
-1.570, 0.000
-1.575, 0.000
-1.580, 0.000
-1.585, 0.000
-1.590, 0.000
-1.595, 0.000
-1.600, 0.000
-1.605, 0.000
-1.610, 0.000
-1.615, 0.000
